"","NC.1","NC.2","NC.3","NC.4","HFD.1","HFD.2","HFD.3","HFD.4","HFD.5","CPT.1","CPT.2","CPT.3","CPT.4","CPT.5"
"17221197",2.71681943290369,3.36470652643442,3.85523325910973,2.81006805782974,3.28637557374826,4.2375425166025,2.62780112448208,2.37013449263065,3.90963487873015,2.87783439331173,4.26761292413982,3.6958101571386,3.49651897466911,3.1630189725901
"17464424",1.65699707279049,1.49574747938564,1.64354711237312,1.41126564999319,1.41323496416924,1.67401061177631,1.52078360422568,1.66362928156239,1.71252286879127,1.29994581485148,1.71397729384823,1.86815987492546,1.3755220261478,1.40696423870753
"17424762",2.06892265523359,1.88359436091926,1.7926545481409,1.70070837115225,2.42148911962224,1.95397989279591,2.03221813342068,1.82003436817744,2.07155330139445,1.9567662426944,2.08721170498793,2.0052101903066,1.75921367312316,1.9548441197868
"17520116",1.47929485312873,1.89160629816886,1.53039571403519,1.57099167606549,1.76348906046194,1.40693789414019,1.55613773046739,1.73265306355185,1.9549192953989,1.4662214606316,1.25204487461172,1.20620976290545,1.63725234701148,2.02176432580091
"17529569",7.45622169900851,7.38398794515285,7.39554935707536,7.27251120421006,6.70485761960984,6.67432745510465,6.77647881167725,6.84694699334756,7.19362752332379,7.30842946693213,7.50483194590373,7.26281119240999,7.02298156317334,6.87979013202796
"17443067",9.83236661542131,9.99245048921593,9.77552342112576,9.76368203981841,9.57662321654995,9.64925171589021,9.93941234270706,9.54554742773453,9.82805919193089,10.1524012545648,9.69802537278627,9.78158636086363,9.81211261130692,9.94999643285244
"17413458",2.91766861359702,3.15114111620741,2.95399639190274,2.85372519591718,2.98151030833647,2.84657465220928,3.10624781216342,3.1754703504268,2.95178952190701,3.03463050439087,2.70292145169316,2.98846419544495,2.76087564054031,3.21510610078946
"17214910",1.54889113251522,1.67766972709877,2.16452839967629,1.55728657329981,2.62707120528052,1.68447593831149,2.23017342477598,1.76997819924597,1.8719074114856,1.82917455631011,2.41212743483284,1.90456143794653,2.25581310258919,2.08864165203267
"17219053",5.4627343395783,4.53043007719912,5.17161049109628,4.72898622951968,3.42507968972869,3.69988603413023,4.25519959559312,4.9271201967384,3.84474116772488,4.92588578794157,6.26560414751943,3.80514578631214,4.01683993937601,4.36926175219913
"17501096",1.35322623319553,1.53880904193548,1.52744770263725,1.44040343925352,1.68318632160213,1.84284565186159,1.48257029426367,1.89535627938876,1.7367187080089,1.73219831712766,1.89933945029401,1.61381315700091,1.44320404373863,1.92225725670428
"17444851",2.13790822555595,1.83074337573579,1.97836104416927,2.14015031015225,2.1891714242304,2.12179175493803,2.19836105002031,1.84144641747683,1.76801897392244,2.22666202209146,1.9124802536132,1.85584417067969,1.96477871942109,2.20081273355985
"17532242",2.66786821537506,2.1861449377031,2.19498933095954,2.48392595043442,2.38779368432952,2.40164860609043,2.45380019780482,2.7431170499844,2.57378274132236,2.25958092163269,2.55918609350909,2.38673300953204,2.44277588396134,2.35047554251042
"17419389",2.56715657607482,2.76337205871628,2.75243756510741,2.41648470599501,3.13935999413513,2.47683453333357,2.79655581670316,2.4866037096075,2.96965273460112,2.67158929360988,2.56752849688837,2.80248028259867,2.61031608301451,2.68273029211058
"17534197",2.4208951265886,2.17548620313591,1.89376636602922,2.10310947300388,2.30731363971202,2.79010818461368,2.28642428910061,2.24444081403296,2.33147414767633,2.08877434657786,2.17036830567987,2.03761818347015,2.54762784712303,2.33593314447034
"17534213",1.66292648791264,2.0679077227296,2.27640816312775,2.52969936300765,2.04858261745183,1.83316002706461,2.28986612243196,1.84838378521498,2.10310947300388,2.09578443610153,1.83190139777048,2.3965202737625,2.00696172245132,2.33881459522643
"17490667",2.26260581513074,2.25281605452294,2.17527295567082,2.17591967078806,2.24874537275397,2.28249420715687,2.33672707875363,2.13088494860294,2.11398549590886,2.41735965032506,1.75987527352327,1.9307505961711,2.00768254666101,2.18079193519719
"17455459",2.19968312658432,2.12473335642948,1.78535796521835,1.83014461674169,1.76816557149467,1.84878364203535,2.00690723485846,1.75509347904532,1.96035956427934,1.90977466220655,2.07590683740966,2.04263657698874,1.74046793351274,1.73477607297495
"17418724",2.68877620479764,2.61114566822971,2.61271079172673,2.68040635313281,2.41114091098922,2.29205527799489,2.52506690183423,2.48332095741064,2.13605942427771,2.35754789819049,3.29795845014974,2.49888863145786,2.27904270942697,2.63143426840842
"17331890",1.32178647827718,1.22313961824015,1.57335175086269,1.17425472993848,1.36169935125106,1.37967559667234,1.29456648513174,1.29112174814618,1.35956772425868,1.55008744696406,1.62661715787137,1.44439563762538,1.58227499839972,1.49123190730119
"17269181",1.62379282942559,1.63414400813008,1.42636716817823,1.46843444051384,1.73681635514602,1.74916768779304,1.39267575747777,1.37744548708257,1.41437368781519,1.51900987875488,1.55509563228981,1.78247831055686,1.75573263804827,1.54159444748024
"17424818",1.67205657567034,1.7830962156365,1.77270518426875,1.62246616356444,2.22964674359494,1.72149441837698,1.91688363430603,1.40788645672781,1.37106058174133,1.87197802432704,1.58815267667009,1.40047851002447,1.64878572907086,1.3982706014039
"17234718",2.62458519012538,2.92985238289752,2.28851976089746,2.37058083433158,1.9936245470057,2.88073191025811,2.53689006081213,2.35010979713104,2.21271372491009,2.5345186727952,2.36715597270775,2.08857936857426,2.86732361852158,2.45918547137167
"17230067",2.16055157267668,2.41225673334385,1.52965875414752,1.55432480607139,1.95351445301912,1.84220149908938,2.28421124873727,2.04392048465337,1.77624993704638,1.79479817863948,1.6666250073486,1.67254202552347,1.57544152733293,1.38954198552864
"17533937",4.69092587308666,4.7635853058848,4.48995526486887,4.94319413695786,4.85600199710262,4.74234562845706,4.91453131102827,5.08077703724559,4.76591491193718,5.14804856284302,4.63828635287533,4.19515484705029,4.11504625685989,4.34204981498756
"17340584",2.35864220056269,2.19612455396173,2.22519808451519,2.19950413214987,2.92439492076866,2.35864220056269,2.09688673707227,1.80131358044326,2.16183720604304,1.93576537474608,1.81039971331638,1.45808426223579,2.02777627158036,1.89923731709792
"17316163",1.63584363763106,1.71967326455345,1.74230234895125,1.56242327553992,1.41103908223279,1.7793657334965,1.82418377140069,1.767766112862,1.92605329884637,1.79702172351219,1.55306649700426,1.9231908815254,1.75137486046122,1.83610526496284
"17340599",2.12503951640392,1.82215725620283,1.60324628977028,2.10310947300388,2.25067439101528,2.31284436633684,1.85855126975209,1.7508549388603,1.75028099586993,1.86812209973646,1.60281386035204,2.27591122282987,1.40555300329692,1.75968737544062
"17533950",1.98066324757504,1.65494329440469,1.54923456089891,1.95854574219189,1.58434829999864,1.71024843014927,1.73503606233813,1.83291709385185,1.84351535576225,2.38496008618444,1.93284803547644,1.67387407539144,2.0723024731685,2.0426326399239
"17413662",2.25417944801498,2.24699765564849,2.31474412737856,2.14332193287878,2.11344423441846,2.42463847340156,2.2689610952963,2.45007694973693,2.20776102045587,2.38755787980092,2.13323479221816,2.1591342479416,2.39054723558443,2.04617053017847
"17424968",1.30044094743028,1.38768860769534,1.57429130109835,1.21043569395721,1.48216024537761,1.66002857796415,1.56721587766542,1.57512989858234,1.31773962719264,1.39470710248864,1.29432546850055,1.62620373329681,1.5421602811867,1.66333384418047
"17533952",2.02201072733707,2.08842253462477,1.61202676816323,1.92324150824371,2.0727347645678,1.62619824841931,1.65688237849994,1.80049862736646,2.21511766761959,1.74537505665543,2.15981899823533,2.07186815560491,1.96643821538259,1.40043304027486
"17296565",1.56365708457173,1.2847509837159,1.57789254836106,1.57456394620138,1.26806629336421,1.82638567841609,1.67221871438183,1.43572439168475,1.56710064125373,1.3309358209087,1.38810087771219,1.42896900036145,1.32941997055443,1.5316424528725
"17533961",3.22693379722544,3.46200269483456,3.07313376021248,3.14345973464762,3.11950363095422,3.15871908920959,3.11804661826548,3.29711278185941,3.41269036917468,2.97865547377669,3.05494930057533,3.13452908139747,3.33241131956891,3.36939445241404
"17550418",1.56046855099754,1.96172133547073,2.20046329567376,2.04352177774057,1.95220145103963,1.80231891005904,1.81219447426112,2.21950076038447,1.89795937476684,2.05110213189502,1.81519447666968,1.79195271592391,1.92003324516577,1.88247997005397
"17232581",2.36256905009016,2.24103375159271,2.30083591048721,2.28677033351506,2.65870121749792,2.43952918002005,2.34288699458019,2.39746053489375,2.58358232604838,2.57244680364688,2.1817469350542,2.57244680364688,2.2911741315421,2.43787331863115
"17232312",2.14458718304685,2.0099467001162,2.08044910386685,1.91506552325536,2.06422120310937,2.30246465065882,2.17674461633306,1.88879178769357,2.17674461633306,2.24826200179156,1.93334847385893,2.12133610884764,2.10021496616084,2.30981944554678
"17449820",2.33801268183037,2.51952757662834,2.36282350575244,3.03992140517944,2.78471125960605,2.70369778190288,2.34019066955574,2.20072038760961,2.33653917859344,2.43411428030294,2.54078740173109,2.46794439857035,2.73558580065888,2.68492046035946
"17539046",1.65009023317707,1.4641080416078,1.41822745590504,1.41039134831635,1.69310578134614,1.61878325858682,1.53755487552993,1.74911885335234,1.70852119958762,1.49835296124757,1.67141892748066,2.07628497038152,2.07985163662361,1.54812555175226
"17545543",1.61810659013769,1.81864117820805,1.49474172373927,1.75311899782654,1.79995072590444,2.02526497277473,1.76648467793356,1.65074789721877,1.50307184589793,1.75048285450123,1.54017067258828,1.88556948161234,1.72536724448976,1.81676453237657
"17366244",2.21780047649107,2.15871013740621,2.39375188174319,2.25959445919514,2.37971149818003,2.22268348272817,1.87775742878081,1.91944242419656,2.17202974906994,2.3851956995489,2.15127806614674,2.07187685075646,1.6891637455129,2.38207823601239
"17415294",4.23342071781961,4.89051898678731,4.918138850363,4.36059166370237,4.76950121891253,4.73396393341962,4.00533549216717,4.46977555948929,4.19806788952412,4.3368818659058,4.25058987974122,4.71216420353762,4.01046566855604,4.35926161301016
"17240303",5.16144874407278,5.11967377624287,5.13167744818917,5.31546766447619,4.54385257718891,5.17506626714854,4.88031472074286,5.17223297918438,4.89853877050038,4.5874332845202,5.28725532604368,5.06058397114057,4.79794441951378,5.30651995462589
"17485649",1.19001444998691,1.28420971379941,1.43100586565131,1.05390263654568,1.28097512426181,1.30242322036981,1.31897966689372,1.29670357016495,1.49615039337235,1.66392723938944,1.22657787926873,1.47865119954285,1.30831620464027,1.50081837888294
"17481188",2.07076462461393,1.37876663159508,1.61535999201801,1.67814310506192,1.56819432157442,1.45373075325011,1.70440469376388,1.81322677656596,1.4475741070067,1.93911672887882,1.45784068834264,1.48473357277702,1.58076334067891,2.07396205318008
"17231491",1.99276186103174,1.7407762604795,1.94449513054803,2.09506858790079,2.13917138012684,1.96607771332633,1.84670648119954,2.06409412976963,2.14338076291789,1.90572138143603,1.78230991600426,2.15498150549922,1.88948306309557,2.03180133039732
"17298823",4.235480376611,2.45417236990444,3.15067355811476,4.30487392996768,5.11345309084857,5.37935289658117,1.93716170324189,4.38872616149231,3.65374579292081,2.02777627158036,3.69055330231653,3.94073663779438,3.13489225016693,3.71267519255704
"17242316",3.13349366930462,2.59480084039358,2.53825191045966,3.26137034664486,2.02854493381416,2.69408135303071,2.09057339204853,2.96330059301387,2.94258294262849,2.77968883049711,2.29446101566492,2.78053587287451,3.18317587204278,2.29268726891073
"17550492",2.11581710768271,2.39761632352751,2.28987733261257,2.52825395285555,2.35732557680054,2.27346946895703,2.45280878407915,2.19258146427693,2.43998851330465,2.35864220056269,2.1538868149947,1.89387943204867,2.53816152855223,2.01554204058185
"17341161",6.00128335542439,4.97357503815035,5.50286377602815,4.95567990432629,5.30917280861909,5.43051070235041,4.44988175237249,5.21092198008377,5.5474434468799,4.35359241353343,5.34930522209298,5.40687855514835,4.42691952914181,5.20061023694631
"17417808",2.28390597344048,2.10928169507592,2.14301935077737,1.95336020728639,2.34779715129534,2.58745477838605,2.13788394199226,2.34365917228228,2.02550242895465,2.41086544697244,2.27052199169522,2.56826018278967,1.92989698377916,1.94023452201791
"17240098",1.44327320218504,1.42342158478037,1.32680066859479,1.14282964854176,1.56751711726008,1.68817866596538,1.58285501590138,1.58068696228591,1.50989567781195,1.37763234392091,1.68306369740825,1.3213335695502,1.00239855071951,1.43945903640447
"17260453",2.23188055631388,2.19004128924205,2.32677787313021,2.19461974205597,2.39828503759115,2.45601418127151,2.31688617053985,2.33109803901094,2.40807147725082,2.55264910915873,2.44426920689149,2.36144353623511,2.50704907352871,2.04503544460259
"17333386",1.17172932250316,1.59021843516037,1.62395609086182,1.35701638698655,1.51439843355206,1.41307923161928,1.25032003210378,1.43120578617994,1.54277087188868,1.70888034102645,1.56325505752716,1.25778836397459,1.54626638668119,1.74458427751782
"17421334",1.61213582512818,1.63668791339212,1.78674982674831,1.84251343863391,1.67525197217647,1.58063222989323,1.36468431415372,1.77402453999112,1.49919108059966,1.70039827721131,1.76921836308252,1.38814116174537,1.70403213584062,1.75293441538731
"17269153",1.90286558329198,2.01706830078639,2.25246957987186,2.18608657027763,2.17665417807361,1.75815172778256,2.03857158563954,2.55155864503023,2.55205504209181,2.11159478192686,1.94001870748541,2.11334430502221,2.06708457580757,1.89495522450511
"17444697",5.96971893008199,5.47873534594028,5.39629327531154,5.98921240876992,6.48396551742821,5.91824068965586,5.86583988005468,5.53155205031366,5.99093631128547,6.18141241901754,7.25928944531927,6.30718091075971,5.2956044859358,6.14172096016129
"17382032",1.80657782404539,2.19800951822356,1.62854618523626,1.62273721374543,1.89100200229347,1.95622110801803,1.926260784999,2.05038568808387,1.9268325815669,1.91410360447751,1.72159490161204,1.55069928381408,2.0093964299431,1.68633692978285
