"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04141","Protein processing in endoplasmic reticulum","15/223","164/8643",2.04463256583735e-05,0.00511158141459338,0.00467037122933374,"22433/69608/12282/13666/11911/217365/218811/13665/66256/56228/67838/63958/66967/22027/14828",15
"mmu05145","Toxoplasmosis","10/223","107/8643",0.000421667113007142,0.0527083891258927,0.0481588229066051,"15979/20848/21937/17874/17087/15980/20846/24088/105675/26397",10
